iter	MultiClass
0	1.564664655
1	1.394809651
2	1.26044744
3	1.149255993
4	1.05541218
5	0.9746837003
6	0.8955367561
7	0.8329165638
8	0.7707606217
9	0.7152802406
10	0.6654284465
11	0.6201890345
12	0.5828728127
13	0.5450365159
14	0.5107656332
15	0.4796877094
16	0.4501130004
17	0.4228898255
18	0.397802029
19	0.37458815
20	0.3528847867
21	0.3328102636
22	0.3142243829
23	0.2967293801
24	0.280454776
25	0.2651740414
26	0.2508292016
27	0.2374009975
28	0.2248662243
29	0.2130429995
30	0.2018735773
31	0.1914573815
32	0.1816551016
33	0.1725216442
34	0.1639237336
35	0.155767418
36	0.148116026
37	0.1408284842
38	0.1338950163
39	0.1274740751
40	0.1213086524
41	0.1155462899
42	0.1099365956
43	0.1047405209
44	0.09956430322
45	0.09496457533
46	0.09061151282
47	0.08654656491
48	0.08266025851
49	0.07894011157
50	0.07544562556
51	0.07204187569
52	0.06885295246
53	0.06581799026
54	0.06299319832
55	0.06023088097
56	0.05763108606
57	0.05529066141
58	0.05294098423
59	0.05071193604
60	0.04861487893
61	0.04660425441
62	0.0447109136
63	0.04292751509
64	0.04123057943
65	0.03963874836
66	0.03808138364
67	0.03661330679
68	0.0352490821
69	0.03391249837
70	0.03269884945
71	0.0315012944
72	0.03036927219
73	0.02925220243
74	0.02822674116
75	0.02724725154
76	0.02633926891
77	0.02517092468
78	0.02432613988
79	0.02325779527
80	0.02244319728
81	0.02142331092
82	0.02070731016
83	0.02005073256
84	0.01919728121
85	0.0185018475
86	0.01796908892
87	0.017306144
88	0.01668722732
89	0.0160315132
90	0.01558150091
91	0.0150367788
92	0.01470549015
93	0.01431575514
94	0.01402092555
95	0.01366312499
96	0.01314609879
97	0.01291962607
98	0.01252855616
99	0.01245504195
100	0.01205672352
101	0.0117767129
102	0.01150338367
103	0.01136501069
104	0.0110618158
105	0.01090447486
106	0.01079155557
107	0.01048842994
108	0.0102289923
109	0.009932589686
110	0.009807935047
111	0.009586244831
112	0.009482573129
113	0.009219687721
114	0.009145734266
115	0.009061712901
116	0.008989264231
117	0.008729144048
118	0.008647132258
119	0.0084053683
120	0.008243555058
121	0.008058258165
122	0.007977510231
123	0.007954562948
124	0.007936956507
125	0.007764397058
126	0.007699529247
127	0.007476977063
128	0.007458461037
129	0.00744126497
130	0.00738321431
131	0.007296708339
132	0.007272896633
133	0.007129800575
134	0.00708440586
135	0.006963600281
136	0.006823351475
137	0.0068096217
138	0.006751941832
139	0.006709397512
140	0.006550961043
141	0.006436736949
142	0.006427615027
143	0.006418719216
144	0.006381631837
145	0.006279276867
146	0.006162730321
147	0.006154400258
148	0.00605198142
149	0.005968135215
150	0.005832516909
151	0.005797588975
152	0.005791680704
153	0.005630872947
154	0.005539290738
155	0.005533947815
156	0.005528528727
157	0.00552320589
158	0.005496021087
159	0.005434306809
160	0.005429826055
161	0.005402177289
162	0.00538439101
163	0.005358021355
164	0.005274511521
165	0.005268974964
166	0.005181998599
167	0.005172606159
168	0.005169401194
169	0.005166205624
170	0.005150338966
171	0.005102271288
172	0.005098803268
173	0.005095857866
174	0.005015495156
175	0.004919869346
176	0.004917433771
177	0.00486897748
178	0.004866400535
179	0.00486378453
180	0.004861495221
181	0.004848741436
182	0.004814358497
183	0.004784097045
184	0.004752732401
185	0.004750010129
186	0.004696848263
187	0.004694527241
188	0.004689716621
189	0.00458802736
190	0.004586190128
191	0.00451493598
192	0.004509408496
193	0.004433001581
194	0.004401663646
195	0.004378753279
196	0.004300511401
197	0.004299112762
198	0.004200645097
199	0.004139776516
200	0.00412205904
201	0.004112881764
202	0.004071643956
203	0.004069409266
204	0.004067493914
205	0.004055706834
206	0.004015936244
207	0.003960625695
208	0.003920997499
209	0.003879317504
210	0.003861243587
211	0.003804898674
212	0.00378809936
213	0.003738519838
214	0.003715636114
215	0.003713858769
216	0.00370562921
217	0.003622955175
218	0.003595893284
219	0.003595145187
220	0.003594309021
221	0.003593492337
222	0.00359277963
223	0.003584468207
224	0.003552103982
225	0.003551391791
226	0.003503519672
227	0.003432206663
228	0.003420010606
229	0.003419198771
230	0.003383101361
231	0.003382405726
232	0.003381748916
233	0.003356694524
234	0.003355703839
235	0.003355063558
236	0.003354578512
237	0.003353939142
238	0.003353379216
239	0.003325712656
240	0.003325142624
241	0.003324632491
242	0.003324085143
243	0.003323465103
244	0.003279738175
245	0.003278584045
246	0.003255866307
247	0.003255365347
248	0.00324844276
249	0.00324799438
250	0.003247509713
251	0.00324707012
252	0.003223699746
253	0.003223237491
254	0.003222792112
255	0.00320894314
256	0.003183100997
257	0.003182667234
258	0.00318218293
259	0.003181809447
260	0.003181285013
261	0.003180852476
262	0.003153681528
263	0.003152999106
264	0.003109640922
265	0.003109236871
266	0.003106760814
267	0.003099261361
268	0.003098982253
269	0.003098681862
270	0.003098268529
271	0.003097922445
272	0.003097555179
273	0.003097160407
274	0.003096697372
275	0.003090841334
276	0.003090459911
277	0.003090022079
278	0.003089657092
279	0.003089354332
280	0.003089024389
281	0.003088721093
282	0.003079228445
283	0.003078877954
284	0.003078534355
285	0.003078235251
286	0.003034298851
287	0.003010411139
288	0.003010041534
289	0.002987232117
290	0.002986937697
291	0.002986624109
292	0.002986370358
293	0.002969453698
294	0.002969152377
295	0.002968880506
296	0.002968697533
297	0.002968330954
298	0.002949682646
299	0.002948912212
300	0.002948602934
301	0.002923045118
302	0.002922741718
303	0.00292236702
304	0.002922036009
305	0.002910636574
306	0.002870353203
307	0.002870055417
308	0.002836700613
309	0.002789186526
310	0.002788989643
311	0.002788749311
312	0.002788499313
313	0.002788189225
314	0.002787993363
315	0.002786512152
316	0.00278626602
317	0.002751607789
318	0.002751423601
319	0.002751209944
320	0.002750987238
321	0.002741768779
322	0.002741482107
323	0.002727966406
324	0.002727824971
325	0.002716349993
326	0.002659847637
327	0.00265966541
328	0.002659460351
329	0.002659097299
330	0.002658897354
331	0.002658692559
332	0.002654230212
333	0.002654058458
334	0.002646392008
335	0.002646225821
336	0.002646030866
337	0.002645826125
338	0.002645683824
339	0.002645445864
340	0.002645346201
341	0.002640209774
342	0.002640014186
343	0.002639739778
344	0.002639560431
345	0.002588090037
346	0.002584355421
347	0.002584176156
348	0.002566925418
349	0.002566811042
350	0.002566607577
351	0.002566362082
352	0.002564119664
353	0.00251362112
354	0.002513479642
355	0.00251335311
356	0.002497303308
357	0.002497142159
358	0.002496987791
359	0.002496863226
360	0.002496725801
361	0.002496600847
362	0.002450666153
363	0.002450500444
364	0.002450262305
365	0.002434324967
366	0.002434149736
367	0.002434026553
368	0.002433920262
369	0.002407109193
370	0.002406986673
371	0.002405825409
372	0.002405719157
373	0.002405640724
374	0.002405409333
375	0.002361009045
376	0.002360723237
377	0.002360621197
378	0.002360483555
379	0.002316973611
380	0.002316659611
381	0.002316561304
382	0.002316422381
383	0.002316268258
384	0.002316044629
385	0.002315864739
386	0.002315765396
387	0.002315630279
388	0.002315523431
389	0.002315383796
390	0.002296126416
391	0.002295984091
392	0.002295866071
393	0.002295739875
394	0.002295638035
395	0.002295490355
396	0.002295390668
397	0.002295291997
398	0.002295205589
399	0.002295083799
400	0.002294951047
401	0.00229484659
402	0.00229476147
403	0.002272658151
404	0.002271992155
405	0.002251184859
406	0.002251067842
407	0.002250970327
408	0.002250819058
409	0.002250518632
410	0.002250413505
411	0.002250323957
412	0.002250235418
413	0.002235699438
414	0.002235622575
415	0.002235477692
416	0.002211164669
417	0.002211002656
418	0.002197598342
419	0.002186481314
420	0.002186191464
421	0.002186075866
422	0.00215223332
423	0.002152158958
424	0.002152062023
425	0.002143138157
426	0.002143057781
427	0.002142956065
428	0.002117305236
429	0.002114416671
430	0.00211431977
431	0.002106013628
432	0.002094839251
433	0.002094032351
434	0.002093964455
435	0.002093860463
436	0.002072964505
437	0.002072857811
438	0.002062316542
439	0.002062219079
440	0.002062125305
441	0.002048559253
442	0.002048419899
443	0.002048346586
444	0.002021239664
445	0.00200844812
446	0.001999113072
447	0.001999044197
448	0.001998998558
449	0.0019988971
450	0.001998827654
451	0.001966776495
452	0.001955070509
453	0.001954959564
454	0.001944952107
455	0.001944850499
456	0.001944787723
457	0.00194473922
458	0.001944681685
459	0.001944621943
460	0.001929683647
461	0.001909231746
462	0.001909155373
463	0.001880611746
464	0.001878182557
465	0.00187812456
466	0.001878036561
467	0.001863294316
468	0.001842916826
469	0.001842841884
470	0.001842764509
471	0.001842648593
472	0.001842596279
473	0.001842549652
474	0.001842485389
475	0.001828454701
476	0.001828412264
477	0.001821639163
478	0.001821573362
479	0.001821477798
480	0.001821424676
481	0.001821351125
482	0.001808136954
483	0.001808064429
484	0.001808013019
485	0.001807945363
486	0.001807904336
487	0.001807851978
488	0.001801144831
489	0.001783433382
490	0.001766629741
491	0.001766557857
492	0.001766491448
493	0.001766425525
494	0.00174827078
495	0.001748179616
496	0.001748119788
497	0.001732065788
498	0.001718599943
499	0.001718553545
500	0.001705153422
501	0.001697205715
502	0.001697170236
503	0.001688790373
504	0.001688729314
505	0.0016886746
506	0.001682667316
507	0.00168258206
508	0.00168252388
509	0.001682428513
510	0.001673948365
511	0.001664680545
512	0.001664598163
513	0.001664566913
514	0.001664505973
515	0.001645004014
516	0.001619540693
517	0.001593059508
518	0.001593017797
519	0.001581515936
520	0.001562363636
521	0.001562284067
522	0.001560691836
523	0.001553242052
524	0.001546060241
525	0.001541082058
526	0.001526062137
527	0.001520032203
528	0.001499815232
529	0.001499762691
530	0.001499692269
531	0.001499635327
532	0.001488851071
533	0.001481560359
534	0.001457749875
535	0.001457712984
536	0.001457668561
537	0.001457592786
538	0.001457550726
539	0.001450571886
540	0.001437274953
541	0.001437200575
542	0.001437122858
543	0.001437067441
544	0.001437031289
545	0.001436949667
546	0.001429107455
547	0.00142903209
548	0.001428986575
549	0.001421619058
550	0.001421550527
551	0.001396901228
552	0.00138184305
553	0.001372670437
554	0.001372624056
555	0.001372559287
556	0.001371918329
557	0.001353572836
558	0.001353520958
559	0.001352959784
560	0.001348773525
561	0.00134125622
562	0.001340172382
563	0.001331296211
564	0.001317618969
565	0.001310970274
566	0.001310915127
567	0.001310880259
568	0.001310830556
569	0.00130631743
570	0.001306271945
571	0.001306224179
572	0.001298632901
573	0.001287581034
574	0.001279028119
575	0.001266066178
576	0.001266020216
577	0.001263423786
578	0.001263383737
579	0.001263348622
580	0.001251039257
581	0.001250985293
582	0.001250926511
583	0.001245274046
584	0.001245244568
585	0.001245212389
586	0.001245180394
587	0.001245151517
588	0.001233146238
589	0.001227490025
590	0.001215627406
591	0.001215589162
592	0.001215549286
593	0.001215510798
594	0.001215481466
595	0.001215442391
596	0.001212395771
597	0.001208619443
598	0.001208559878
599	0.001189977883
600	0.001187307427
601	0.001180436545
602	0.001178233321
603	0.001178195875
604	0.001163087426
605	0.001163060464
606	0.0011630113
607	0.001162173242
608	0.00116213433
609	0.001157389473
610	0.001157361721
611	0.001157325852
612	0.001141681112
613	0.001141645519
614	0.001141621991
615	0.001141587414
616	0.001141555232
617	0.001141534271
618	0.001126739153
619	0.00112670537
620	0.00112197509
621	0.00112193843
622	0.001121905529
623	0.001118125277
624	0.001106832468
625	0.001099386604
626	0.001097550976
627	0.001097506278
628	0.001097472584
629	0.001097419638
630	0.001097394116
631	0.001097353478
632	0.00109633442
633	0.001096291297
634	0.00109431976
635	0.001094272012
636	0.001094236949
637	0.001090268229
638	0.001072366853
639	0.001072333058
640	0.001072302522
641	0.001068357712
642	0.001068325353
643	0.001068299916
644	0.00106826949
645	0.001068232147
646	0.001058876987
647	0.001058846623
648	0.001052772738
649	0.001052745922
650	0.001048781186
651	0.001048710496
652	0.001048688586
653	0.001048661252
654	0.00104863301
655	0.001048609038
656	0.001048580171
657	0.001043361612
658	0.001034604183
659	0.00103458152
660	0.001027231316
661	0.001020423017
662	0.001020400468
663	0.001015592023
664	0.001015058861
665	0.001015042403
666	0.001015028866
667	0.001010429558
668	0.001007111627
669	0.001002500352
670	0.001002475527
671	0.00100245007
672	0.001002430682
673	0.001002404692
674	0.0009989717403
675	0.0009941392437
676	0.0009941147724
677	0.0009940864888
678	0.0009940462263
679	0.0009940220886
680	0.0009939893474
681	0.0009858656741
682	0.0009764517904
683	0.0009721025037
684	0.0009720790393
685	0.0009685258923
686	0.0009640598768
687	0.0009640369608
688	0.0009551045636
689	0.0009550880959
690	0.0009505816834
691	0.0009386150833
692	0.0009385973012
693	0.0009366251545
694	0.0009366035456
695	0.0009347847069
696	0.0009347607621
697	0.0009259660608
698	0.0009245683185
699	0.0009218650247
700	0.0009190504522
701	0.0009190250824
702	0.0009190050908
703	0.0009173738039
704	0.0009173529183
705	0.0009151009982
706	0.0009138767322
707	0.0009098133703
708	0.0009097872721
709	0.0009049835895
710	0.000904960074
711	0.0009049351496
712	0.0009049160464
713	0.0009048937902
714	0.0009048756798
715	0.0009048565282
716	0.000904826902
717	0.0009048104077
718	0.0009047938637
719	0.0009047648183
720	0.0009047484597
721	0.0009047304391
722	0.0009047088158
723	0.0009042500498
724	0.0009042351827
725	0.0008932765977
726	0.0008932553915
727	0.000893239117
728	0.0008918809689
729	0.0008918664936
730	0.0008918496379
731	0.0008918330307
732	0.0008880818699
733	0.0008876175067
734	0.0008875981763
735	0.0008875791005
736	0.0008875681361
737	0.0008801718894
738	0.0008735126994
739	0.0008734953446
740	0.0008720039664
741	0.0008687590277
742	0.000866572046
743	0.0008665555425
744	0.0008605850739
745	0.000860569205
746	0.000854549443
747	0.0008523316866
748	0.0008523164264
749	0.0008522977757
750	0.000852282955
751	0.0008498780078
752	0.0008463634662
753	0.0008463412726
754	0.0008440123154
755	0.0008429152529
756	0.0008428979432
757	0.0008428757583
758	0.0008395056083
759	0.0008372973513
760	0.0008372722371
761	0.0008372587934
762	0.000837236824
763	0.0008372114207
764	0.0008371932133
765	0.0008371792935
766	0.000837153781
767	0.0008371399481
768	0.0008371226211
769	0.0008317234053
770	0.0008294949519
771	0.0008294769628
772	0.000829459839
773	0.0008281450103
774	0.0008201463457
775	0.0008093121373
776	0.000809294928
777	0.0008092726533
778	0.000809253711
779	0.0008074676179
780	0.0008074508927
781	0.0008074335907
782	0.0008074058223
783	0.0008060671083
784	0.0008060395853
785	0.0008060284431
786	0.0008060152048
787	0.0008028394564
788	0.0008028260137
789	0.0008018902772
790	0.0007977737966
791	0.0007860503284
792	0.0007860343221
793	0.0007860217136
794	0.0007800360765
795	0.0007800258325
796	0.0007780160216
797	0.0007780015432
798	0.0007779853954
799	0.0007717744313
800	0.000765818882
801	0.000764151373
802	0.0007641342073
803	0.0007641243435
804	0.0007623079786
805	0.0007622914607
806	0.0007587228533
807	0.0007586987562
808	0.0007538818294
809	0.0007538663142
810	0.0007502422472
811	0.000750231367
812	0.0007502196186
813	0.0007470654486
814	0.0007470564824
815	0.0007470423972
816	0.0007470255128
817	0.0007467285901
818	0.0007467115334
819	0.0007445007607
820	0.0007444858494
821	0.0007350520751
822	0.0007325227924
823	0.0007325049495
824	0.0007295723034
825	0.0007218876167
826	0.0007211377437
827	0.0007211176757
828	0.0007211022771
829	0.0007205695136
830	0.0007205533084
831	0.0007205329417
832	0.0007205181779
833	0.0007205058801
834	0.0007204824031
835	0.0007170375856
836	0.0007170207133
837	0.000717002772
838	0.0007169885302
839	0.0007169723662
840	0.0007115377814
841	0.0007031553387
842	0.0007031436041
843	0.000703120009
844	0.0007031109553
845	0.0007016023593
846	0.0007008373989
847	0.0007008219679
848	0.0006931983341
849	0.0006879761815
850	0.0006879567231
851	0.0006879470775
852	0.0006800544393
853	0.0006785825327
854	0.0006785720809
855	0.0006785600295
856	0.0006785497623
857	0.0006785292937
858	0.0006785151256
859	0.0006758240199
860	0.0006704896086
861	0.0006685303684
862	0.0006659036971
863	0.0006633848475
864	0.0006633727584
865	0.0006633584271
866	0.0006633431151
867	0.0006633313613
868	0.0006633155952
869	0.0006633026355
870	0.0006632892489
871	0.0006619467529
872	0.0006619349627
873	0.0006568661237
874	0.0006555711557
875	0.0006530503174
876	0.0006486014084
877	0.0006467913781
878	0.0006465379296
879	0.000646524578
880	0.0006465129094
881	0.0006438303589
882	0.0006354917025
883	0.0006354711138
884	0.0006354587993
885	0.000635448525
886	0.0006354376857
887	0.0006337488038
888	0.0006337367903
889	0.0006337268808
890	0.0006299796071
891	0.0006299699704
892	0.0006296181407
893	0.0006279786793
894	0.0006216362219
895	0.000619149785
896	0.0006167913876
897	0.0006159310849
898	0.0006159175278
899	0.0006159039733
900	0.0006147643972
901	0.0006147505362
902	0.0006147397028
903	0.0006147251066
904	0.0006147121374
905	0.0006146264685
906	0.0006146144428
907	0.0006146035809
908	0.0006145950925
909	0.0006145842531
910	0.0006145744861
911	0.0006145639644
912	0.0006075938998
913	0.0006054004597
914	0.0006031998518
915	0.000600321864
916	0.0005940729878
917	0.000594060139
918	0.0005940486655
919	0.0005940359224
920	0.0005939237478
921	0.0005939090249
922	0.0005938904455
923	0.0005938812193
924	0.0005930802332
925	0.0005930145927
926	0.0005930017985
927	0.0005909894501
928	0.0005882402611
929	0.000588227014
930	0.0005882147627
931	0.0005882056621
932	0.0005881868891
933	0.0005881772373
934	0.000587411817
935	0.0005866756791
936	0.0005866660887
937	0.0005854496449
938	0.0005854341769
939	0.0005854224999
940	0.0005854148282
941	0.000583539141
942	0.0005835256935
943	0.0005835149052
944	0.000583503907
945	0.0005827440965
946	0.0005827322294
947	0.000582622636
948	0.0005826117656
949	0.000582598919
950	0.0005825884711
951	0.0005785340285
952	0.0005785245394
953	0.0005785143508
954	0.0005785035496
955	0.000578493552
956	0.0005784840153
957	0.0005784706416
958	0.0005784608492
